result_file,nb_monte_carlo,max_iterations,nbframes_stop,alpha,alpha_max,alpha_min,alpha_step,frames_tested,frames_decoded_clean,frames_baseline_only_decoded,frames_ml_needed,frames_ml_escaped,frames_ml_no_escape,frames_ml_invoked_decoded_clean,ml_escape_effectiveness_pct,stagnation_events,ml_calls,ml_escapes
results/IRISC_P_dv3_R050_L54_N1296/ml_feedback/simulation.res,1000000,1000,100,0.016000,0.020000,0.003000,0.001000,1000000,1000000,978080,21920,8086,13834,21920,36.888686,22346,37181,17186
results/IRISC_P_dv3_R050_L54_N1296/ml_feedback/simulation.res,1000000,1000,100,0.015000,0.020000,0.003000,0.001000,1000000,999999,983836,16164,5896,10268,16163,36.476120,16253,26923,12329
results/IRISC_P_dv3_R050_L54_N1296/ml_feedback/simulation.res,1000000,1000,100,0.014000,0.020000,0.003000,0.001000,1000000,999998,988706,11294,3979,7315,11292,35.231096,11639,18051,7941
results/IRISC_P_dv3_R050_L54_N1296/ml_feedback/simulation.res,1000000,1000,100,0.013000,0.020000,0.003000,0.001000,1000000,999999,992026,7974,2656,5318,7973,33.308252,8163,12361,5253
results/IRISC_P_dv3_R050_L54_N1296/ml_feedback/simulation.res,1000000,1000,100,0.012000,0.020000,0.003000,0.001000,1000000,1000000,994568,5432,1805,3627,5432,33.229013,5475,8173,3413
results/IRISC_P_dv3_R050_L54_N1296/ml_feedback/simulation.res,1000000,1000,100,0.011000,0.020000,0.003000,0.001000,1000000,1000000,996597,3403,1122,2281,3403,32.970908,3400,4995,2093
results/IRISC_P_dv3_R050_L54_N1296/ml_feedback/simulation.res,1000000,1000,100,0.010000,0.020000,0.003000,0.001000,1000000,1000000,997810,2190,700,1490,2190,31.963470,2238,3276,1356
results/IRISC_P_dv3_R050_L54_N1296/ml_feedback/simulation.res,1000000,1000,100,0.009000,0.020000,0.003000,0.001000,1000000,1000000,998712,1288,385,903,1288,29.891304,1330,1867,719
results/IRISC_P_dv3_R050_L54_N1296/ml_feedback/simulation.res,1000000,1000,100,0.008000,0.020000,0.003000,0.001000,1000000,1000000,999294,706,214,492,706,30.311615,697,951,356
results/IRISC_P_dv3_R050_L54_N1296/ml_feedback/simulation.res,1000000,500,100,0.020000,0.020000,0.003000,0.001000,1000000,999982,935458,64542,26834,37708,64524,41.576028,65350,124819,61454
results/IRISC_P_dv3_R050_L54_N1296/ml_feedback/simulation.res,1000000,500,100,0.019000,0.020000,0.003000,0.001000,1000000,999986,949695,50305,20196,30109,50291,40.147103,50644,93211,45197
results/IRISC_P_dv3_R050_L54_N1296/ml_feedback/simulation.res,1000000,500,100,0.018000,0.020000,0.003000,0.001000,1000000,999984,961303,38697,14988,23709,38681,38.731685,39039,69028,32666
results/IRISC_P_dv3_R050_L54_N1296/ml_feedback/simulation.res,1000000,500,100,0.017000,0.020000,0.003000,0.001000,1000000,999989,970406,29594,11321,18273,29583,38.254376,29737,51162,24087
results/IRISC_P_dv3_R050_L54_N1296/ml_feedback/simulation.res,1000000,500,100,0.016000,0.020000,0.003000,0.001000,1000000,999998,978069,21931,8078,13853,21929,36.833706,22001,36545,16727
results/IRISC_P_dv3_R050_L54_N1296/ml_feedback/simulation.res,1000000,500,100,0.015000,0.020000,0.003000,0.001000,1000000,999998,983694,16306,5781,10525,16304,35.453207,16364,26513,11860
results/IRISC_P_dv3_R050_L54_N1296/ml_feedback/simulation.res,1000000,500,100,0.014000,0.020000,0.003000,0.001000,1000000,999999,988690,11310,4035,7275,11309,35.676393,11605,18310,8219
results/IRISC_P_dv3_R050_L54_N1296/ml_feedback/simulation.res,1000000,500,100,0.013000,0.020000,0.003000,0.001000,1000000,999996,992059,7941,2838,5103,7937,35.738572,8332,12970,5786
results/IRISC_P_dv3_R050_L54_N1296/ml_feedback/simulation.res,1000000,500,100,0.012000,0.020000,0.003000,0.001000,1000000,999998,994589,5411,1866,3545,5409,34.485308,5485,8273,3529
results/IRISC_P_dv3_R050_L54_N1296/ml_feedback/simulation.res,1000000,500,100,0.011000,0.020000,0.003000,0.001000,1000000,999999,996510,3490,1131,2359,3489,32.406877,3571,5359,2287
results/IRISC_P_dv3_R050_L54_N1296/ml_feedback/simulation.res,1000000,500,100,0.010000,0.020000,0.003000,0.001000,1000000,1000000,998000,2000,655,1345,2000,32.750000,2011,2813,1121
results/IRISC_P_dv3_R050_L54_N1296/ml_feedback/simulation.res,1000000,500,100,0.009000,0.020000,0.003000,0.001000,1000000,1000000,998714,1286,382,904,1286,29.704510,1270,1871,750
results/IRISC_P_dv3_R050_L54_N1296/ml_feedback/simulation.res,1000000,500,100,0.008000,0.020000,0.003000,0.001000,1000000,1000000,999285,715,234,481,715,32.727273,694,972,392
results/IRISC_P_dv3_R050_L54_N1296/ml_feedback/simulation.res,1000000,500,100,0.007000,0.020000,0.003000,0.001000,1000000,1000000,999637,363,112,251,363,30.853994,363,536,211
results/IRISC_P_dv3_R050_L54_N1296/ml_feedback/simulation.res,1000000,500,100,0.006000,0.020000,0.003000,0.001000,1000000,1000000,999832,168,44,124,168,26.190476,173,235,92
results/IRISC_P_dv3_R050_L54_N1296/ml_feedback/simulation.res,1000000,500,100,0.005000,0.020000,0.003000,0.001000,1000000,1000000,999941,59,13,46,59,22.033898,62,97,41
results/IRISC_P_dv3_R050_L54_N1296/ml_feedback/simulation.res,1000000,500,100,0.004000,0.020000,0.003000,0.001000,1000000,1000000,999972,28,12,16,28,42.857143,24,31,14
