alpha,frame_index_alpha,frame_index_global,used_iterations,frame_bit_errors,is_codeword,ml_invoked,ml_calls_in_frame,error_vn_indices,error_vn_last5_energies,global_max_last5_energies,global_max_vn_indices_last5,ml_proposed_vn_indices,ml_proposed_error_overlap
0.020000,21782,21782,0,6,0,1,100,"28;40;121;560;836;924","","","","28;924;569;845;292;1270;351;629;727;915;1118;249;560;824;949;1259","28;924;560"
0.020000,24692,24692,0,6,0,1,100,"32;544;858;953;964;1274","","","","568;129;240;847;953;1244;36;257;832;957;1267;27;291;844;923;1269;858;964;305;582;937;1283;8;229;540;929;1293;140;251;579;41;1255","953;858;964"
0.020000,25454,25454,0,4,0,1,100,"211;483;1139;1179","","","","1188;612;666;149;733;878;204;354;488;419;988;168;311;440;677;1021;1078;1179;326;465;767;1161;60;395;477;802;1187;107;404;499;791;58;211;300;483;1010;1231;212;243;524;1008;1116","1179;211;483"
0.020000,26228,26228,0,6,0,1,100,"575;812;839;918;945;960","","","","1172;778;492;476;69;1035;99;380;462;787;1063;100;397;337;784;1071;134;245;573;852;958;1249;312;605;724;916;1129;404;597;718;917;1227;918;218;812;839;22;1264;51;286;583;847;1282;148;259;587;563;1263","918;812;839"
0.020000,26481,26481,0,9,0,1,100,"55;97;448;450;1031;1057;1075;1140;1158","","","","671;1193;248;529;1013;1121;209;359;493;993;163;162;305;434;1015;1236;450;806;97;365;1063;1146;87;422;775;1051;1160;178;321;687;977;1198;60;1031;1026;769;328;1163;395;477;802;1078;1187;411;506;798;467;1186;479;781;804;1038;1175;62;397;340;72;1135;207;296;662;1006;1227;93;428;456;1057;1166;394;489;1068;1169;448;1061;1158;363;1144;85;420;773;1049;95;176;319;685;975;1196;378;460;785;1170;55;472;793;1075;377;390;462;797;1073;1182;406;501;764;1181","450;97;1031;1057;448;1158;55;1075"
0.020000,26668,26668,0,6,0,1,100,"40;563;812;918;937;1282","","","","40;304;581;857;936;1282;261;572;836;961;1271;363;641;739;873;1130;563;918;286;839;22;1264;31;252;827;952;1262;124;235;842;948;1293","40;1282;563;918"
0.020000,27143,27143,0,14,0,1,100,"7;545;560;608;736;819;824;839;857;953;954;1244;1264;1279","","","","560;839;283;836;969;1261;121;232;19;945;1290;28;249;824;949;1259;7;857;608;593;928;1292;330;228;706;894;1097;957;1249;548;271","560;839;824;7;857;608"
0.020000,27328,27328,0,8,0,1,100,"399;460;508;766;785;797;1073;1137","","","","399;1137;646;713;912;1222;64;481;806;1028;129;102;494;786;1073;1174;460;785;1208;378;1061;1170;188;277;697;987;97;107;1156;375;762","399;1137;1073;460;785"
0.020000,28463,28463,0,6,0,1,100,"118;588;635;862;1287;1289","","","","357;635;669;207;1055;1138;89;442;34;798;733;867;1124;1191;491;991;519;296;1003;1111;238;661;479;662;1006;1227;1019;181;331;697;1219;73;424;757;1044;1145;118;643;708;900;1113;32;573;849;928;1274;862;1287;309;586;941;45;12;233;544;933;1243;144;255;583;968;1259","635;118;862;1287"
0.020000,28700,28700,0,11,0,1,100,"2;225;490;588;603;813;859;869;990;1082;1289","","","","591;152;5;226;855;926;1290;813;263;816;922;1267;946;1292;314;50;140;611;318;869;730;868;1081;251;579;858;964;1255;603;410;1233;724;2;543;819;952;1244;325;320;755;889;1092;223;588;852;923;1287","813;869;603;2;588"
0.020000,30874,30874,0,4,0,1,463,"835;862;941;968","","","","274;457;960;10;551;1252;150;621;740;878;1091;185;827;694;984;1205;571;30;294;847;926;1272;132;243;850;956;1247;39;260;835;1270;487;683;1025;1133;175;149;588;813;919;1264;1251;247;136;575;854","835"
0.020000,31126,31126,0,6,0,1,495,"37;254;578;829;1127;1254","","","","37;578;258;569;833;958;1268;1127;933;1279;301;360;638;736;870;854","37;578;1127"
0.020000,31289,31289,0,10,0,1,100,"11;21;543;592;655;817;838;927;997;1273","","","","154;818;738;424;883;1193;278;625;744;882;1095;265;593;617;924;1269;232;655;513;201;997;1105;543;1242;121;560;839;945;1290;11;861;932;1273;952;1244;2;320;158;269;822;928;819","655;997;543;11;1273"
0.020000,32068,32068,0,9,0,1,100,"26;125;247;349;607;705;1120;1237;1278","","","","349;1237;434;790;1047;1184;199;537;661;983;81;26;627;725;913;1116;136;406;599;720;865;1229;607;314;726;864;1131;247;575;854;960;1251","349;1237;26;607;247"
0.020000,32803,32803,0,8,0,1,100,"82;190;247;298;522;528;575;986","","","","82;528;435;791;1048;1185;417;445;770;1046;1155;379;350;766;1053;1154;43;307;584;860;939;1285;366;644;742;876;1133;264;575;839;964;1274","82;528;575"
0.020000,34195,34195,0,7,0,1,100,"114;347;407;752;981;1089;1114","","","","114;752;631;384;897;1207;292;639;704;896;1109;225;553;832;938;1283;407;1182;56;502;794;1027;600;435;760;1036;1145;137;721;866;1230;72;1089;108;286;633;890;1103;53;376;886","114;752;407;1089"
0.020000,36180,36180,0,7,0,1,100,"110;221;380;698;754;767;1209","","","","1168;65;96;472;774;1031;95;430;458;783;1059;333;393;488;780;1067;380;767;462;787;1063;1172;83;529;99;1054;1155;110;627;748;893;1203","380;767;110"
